id, nombres, apellidos, carrera, promedio, genero_favorito, libro_favorito
9904658, Samuel Adolin Olarte Carvajal, 3121293118, Mercadeo, 0.7, Distopia, Lux
64726901, Yu Andres Pardo Rodriguez, 3146248801, Procesos, 1.1, Misterio, Divergente
7745906, Jose Diego Kholin Polo, 3166226989, Economia, 0.6, Distopia, Divergente
1481172, Diego Richard Alvarez Alvarez, 3181388596, Economia, 0.0, Fantasia, Lux
16646659, Santiago Haider Rodriguez Alvarez, 3179901520, Economia, 4.9, Fantasia, Cuatro
11622610, Adolin Adonalsium Pardo Beifong, 3198809999, Biologia, 3.1, Romance, Elantris
31109027, Samuel Fernando Davar Robayo, 3039736084, Sistemas, 3.6, Misterio, Cuatro
93252143, Andres Alejandro Diaz Silva, 3152167212, Enfermeria, 4.5, Misterio, Cuatro
32629264, Alejandro Santiago Sato Beifong, 312680214, Economia, 0.3, Romance, Caidos
16969925, Jose Felipe Hernandez Carvajal, 3108318871, Electronica, 1.0, Distopia, Lux
85358062, Samuel Andres Pardo Olarte, 3135642647, Economia, 0.6, Drama, Juramentada
51857213, Santiago Johan Rodriguez Robayo, 3011879170, Pedagogia, 0.4, Drama, Mistborn
53240683, Dalinar Fernando Kholin Kholin, 3122481012, Sistemas, 4.2, Distopia, Mistborn
96504559, Santiago Adonalsium Davar Pardo, 3083326419, Economia, 2.9, Distopia, Cuatro
64222161, Adonalsium Rodrigo Diaz Sato, 3031297698, Electronica, 4.1, Misterio, Elantris
91705233, Jose Diego Diaz Uribe, 3048175381, Ambiental, 1.0, Distopia, Leal
41611735, Rodolfo Yu Alvarez Carvajal, 3124179679, Ambiental, 5.0, Distopia, Mistborn
34746629, Yu Alejandro Duque Pardo, 3085869473, Veterinaria, 3.6, Romance, Cuatro
10964221, Richard Brayan Carvajal Carvajal, 3137286860, Enfermeria, 2.5, Fantasia, Dark
47018853, Adonalsium Dalinar Rodriguez Uribe, 3068185733, Economia, 3.1, Fantasia, Divergente
91351663, Felipe Kaladin Uribe Medina, 3183167340, Biologia, 3.5, Misterio, Dark
33711036, Yu Felipe Barreto Kholin, 3108477218, Electronica, 1.8, Misterio, Alone
520670, Felipe Haider Pardo Kholin, 3197292639, Biologia, 3.8, Drama, Elantris
77805985, Richard Yu Pardo Duarte, 3096454707, Mercadeo, 1.6, Romance, Leal
89845740, Haider Carlos Alvarez Pardo, 3100099189, Ambiental, 2.8, Distopia, Caidos
36300522, Brayan Alejandro Alvarez Medina, 3190896238, Biologia, 3.1, Romance, Cuatro
98702372, Adolin Brayan Pardo Suarez, 3022798143, Enfermeria, 0.4, Drama, Elantris
3628171, Dalinar Samuel Davar Sato, 3033039115, Economia, 4.5, Misterio, Dark
20137199, Richard Rodrigo Sato Silva, 3125531518, Economia, 2.1, Romance, Divergente
10322722, Jose Dalinar Diaz Robayo, 3123881131, Biologia, 0.2, Misterio, Alone
79397543, Santiago Johan Pardo Polo, 3088181866, Sistemas, 1.1, Fantasia, Lux
37905521, Santiago Yu Rodriguez Alvarez, 3049491510, Mercadeo, 2.6, Distopia, Caidos
95263828, Carlos Johan Beifong Kholin, 302103789, Mercadeo, 4.5, Romance, Lux
69185495, Rodolfo Brayan Olarte Duque, 3165582777, Pedagogia, 0.9, Misterio, Mistborn
96617787, Samuel Fernando Silva Hernandez, 3062929840, Sistemas, 0.7, Drama, Juramentada
87762588, Adonalsium Richard Duarte Beifong, 3072075332, Pedagogia, 2.1, Romance, Dark
76801609, Adonalsium Carlos Carvajal Carvajal, 3131385105, Enfermeria, 3.3, Distopia, Mistborn
44019733, Diego Richard Hernandez Kholin, 3031392101, Procesos, 3.2, Fantasia, Dark
54549195, Carlos Johan Duarte Pardo, 3003399797, Procesos, 3.5, Misterio, Leal
42097281, Jose Kaladin Barreto Uribe, 3026187724, Mercadeo, 3.0, Fantasia, Elantris
42423760, Rodolfo Alejandro Kholin Sato, 3145787999, Veterinaria, 1.5, Misterio, Alone
22881240, Rodolfo Fernando Beifong Barreto, 305702377, Veterinaria, 1.4, Misterio, Cuatro
71388229, Dalinar Adonalsium Carvajal Duque, 303463610, Biologia, 1.0, Misterio, Cuatro
93428623, Felipe Yu Suarez Olarte, 3048481436, Enfermeria, 4.9, Fantasia, Lux
12636066, Jose Dalinar Rodriguez Duarte, 3084879438, Veterinaria, 4.2, Fantasia, Cuatro
8552720, Alejandro Diego Beifong Davar, 3124469895, Veterinaria, 5.0, Distopia, Cuatro
17194502, Brayan Carlos Suarez Davar, 3145391833, Veterinaria, 3.8, Fantasia, Divergente
61074377, Santiago Rodrigo Pardo Medina, 3119288982, Procesos, 2.4, Romance, Lux
78669870, Rodrigo Andres Uribe Duque, 313720567, Economia, 2.3, Drama, Caidos
10527255, Santiago Andres Davar Uribe, 3032427970, Ambiental, 1.7, Fantasia, Alone
73691032, Rodolfo Andres Polo Barreto, 3099619547, Pedagogia, 2.3, Drama, Caidos
77977179, Rodrigo Haider Diaz Uribe, 3143985478, Enfermeria, 2.7, Fantasia, Alone
99685307, Rodolfo Andres Kholin Carvajal, 3060545678, Enfermeria, 4.6, Drama, Elantris
29954113, Johan Santiago Barreto Kholin, 316953816, Biologia, 3.7, Drama, Juramentada
76171060, Adolin Andres Sato Beifong, 3047829095, Ambiental, 2.4, Romance, Elantris
3515165, Carlos Samuel Medina Davar, 3005933996, Ambiental, 3.0, Drama, Lux
7945774, Felipe Adolin Diaz Suarez, 3086334843, Ambiental, 4.9, Misterio, Leal
58615355, Brayan Adonalsium Duque Kholin, 3118578502, Pedagogia, 1.1, Drama, Alone
54345031, Santiago Kaladin Olarte Medina, 3067161118, Ambiental, 4.8, Romance, Juramentada
32664403, Brayan Carlos Diaz Alvarez, 3182653171, Ambiental, 1.6, Distopia, Juramentada
42518443, Richard Andres Carvajal Sato, 3175118150, Biologia, 0.1, Misterio, Alone
51377683, Adonalsium Carlos Silva Suarez, 3191143492, Veterinaria, 2.8, Drama, Caidos
54704925, Santiago Brayan Medina Suarez, 3146988291, Mercadeo, 3.4, Misterio, Alone
15909060, Jose Felipe Medina Sato, 3047899940, Enfermeria, 2.4, Distopia, Elantris
49363331, Santiago Haider Hernandez Polo, 3106922541, Mercadeo, 2.2, Romance, Alone
58478210, Adonalsium Felipe Polo Diaz, 3180555595, Biologia, 4.4, Drama, Divergente
74224795, Andres Carlos Hernandez Duarte, 312224516, Sistemas, 3.2, Distopia, Juramentada
5700178, Yu Samuel Hernandez Beifong, 3107287304, Procesos, 2.1, Romance, Divergente
83804873, Brayan Rodolfo Davar Hernandez, 3151478250, Sistemas, 1.1, Drama, Juramentada
97003472, Richard Alejandro Pardo Rodriguez, 3193679030, Pedagogia, 3.8, Romance, Leal
94390660, Felipe Yu Silva Barreto, 313431778, Biologia, 1.0, Drama, Elantris
63484771, Kaladin Felipe Pardo Davar, 3058545912, Procesos, 0.4, Distopia, Lux
30413734, Kaladin Adonalsium Suarez Diaz, 3179002900, Sistemas, 0.1, Distopia, Leal
42193281, Richard Dalinar Sato Olarte, 3094723528, Economia, 4.8, Romance, Cuatro
63156641, Fernando Brayan Kholin Diaz, 3107568845, Mercadeo, 1.7, Romance, Lux
433291, Santiago Brayan Polo Alvarez, 3030325280, Ambiental, 2.2, Misterio, Caidos
67042944, Andres Kaladin Olarte Suarez, 3030985651, Mercadeo, 2.6, Romance, Lux
85315071, Adolin Richard Duarte Duarte, 3159356637, Enfermeria, 4.1, Romance, Divergente
9922103, Diego Haider Hernandez Olarte, 3050778237, Enfermeria, 1.6, Distopia, Elantris
87609333, Alejandro Santiago Uribe Barreto, 3064496824, Enfermeria, 2.7, Distopia, Divergente
89318687, Samuel Rodrigo Duarte Diaz, 3166637165, Sistemas, 4.7, Distopia, Dark
61269264, Brayan Jose Polo Barreto, 314258530, Ambiental, 3.1, Distopia, Divergente
64824414, Alejandro Andres Diaz Olarte, 301980501, Ambiental, 3.2, Drama, Juramentada
79864285, Rodolfo Johan Carvajal Suarez, 3139298009, Economia, 4.7, Drama, Dark
26403831, Dalinar Dalinar Medina Polo, 3050534603, Sistemas, 0.7, Distopia, Alone
48845417, Jose Adonalsium Beifong Carvajal, 3057711921, Procesos, 0.2, Fantasia, Alone
68330345, Haider Kaladin Hernandez Sato, 3116958450, Economia, 3.0, Romance, Dark
27361970, Brayan Fernando Hernandez Polo, 3183229471, Veterinaria, 0.2, Romance, Cuatro
19725866, Rodolfo Yu Carvajal Olarte, 316789535, Sistemas, 2.4, Distopia, Alone
80443648, Kaladin Brayan Beifong Uribe, 3070763081, Electronica, 4.3, Distopia, Alone
95286537, Brayan Brayan Barreto Pardo, 3068937559, Mercadeo, 4.4, Distopia, Alone
23234225, Diego Carlos Robayo Diaz, 3064007445, Biologia, 1.7, Fantasia, Divergente
17747177, Johan Santiago Diaz Duque, 3157312546, Economia, 4.9, Drama, Caidos
28683519, Andres Adolin Hernandez Diaz, 3083382465, Economia, 1.5, Fantasia, Mistborn
78824728, Adolin Kaladin Sato Barreto, 3135029155, Sistemas, 2.2, Distopia, Mistborn
35273593, Brayan Kaladin Diaz Alvarez, 3020478034, Veterinaria, 2.9, Drama, Divergente
4878985, Andres Dalinar Suarez Uribe, 3128811601, Enfermeria, 3.2, Fantasia, Alone
26633859, Rodrigo Rodrigo Robayo Barreto, 3031389389, Enfermeria, 3.8, Distopia, Divergente
42974861, Diego Rodolfo Medina Uribe, 3172261120, Enfermeria, 0.7, Drama, Alone
50900947, Samuel Andres Duque Duque, 312558160, Enfermeria, 0.8, Misterio, Cuatro
57757649, Carlos Yu Kholin Hernandez, 303802920, Biologia, 4.6, Fantasia, Cuatro
52398877, Felipe Felipe Alvarez Carvajal, 3117006952, Biologia, 3.0, Distopia, Dark
90180783, Jose Brayan Alvarez Diaz, 3126783028, Veterinaria, 5.0, Drama, Alone
2992193, Adolin Samuel Olarte Davar, 3192209821, Enfermeria, 1.1, Drama, Dark
23070390, Adonalsium Rodrigo Olarte Hernandez, 315462869, Veterinaria, 4.6, Drama, Cuatro
81547242, Johan Kaladin Duque Silva, 3125241758, Ambiental, 5.0, Drama, Lux
82483174, Adonalsium Santiago Kholin Silva, 301969119, Enfermeria, 4.6, Romance, Mistborn
89441456, Dalinar Haider Robayo Duarte, 3187461498, Ambiental, 1.4, Misterio, Caidos
18910967, Diego Andres Hernandez Sato, 3173068625, Enfermeria, 1.4, Drama, Cuatro
3497470, Adonalsium Samuel Beifong Duarte, 3041821487, Ambiental, 4.5, Distopia, Divergente
74801664, Richard Diego Pardo Pardo, 3196485061, Biologia, 1.7, Fantasia, Elantris
4282955, Richard Fernando Beifong Duarte, 301403849, Sistemas, 3.0, Misterio, Juramentada
91564484, Alejandro Adolin Suarez Diaz, 3043965724, Pedagogia, 0.7, Misterio, Mistborn
76678560, Rodrigo Carlos Robayo Hernandez, 3141287292, Electronica, 4.3, Drama, Caidos
5379840, Santiago Carlos Uribe Silva, 3158448113, Economia, 2.6, Distopia, Juramentada
48307790, Diego Kaladin Alvarez Suarez, 3057925843, Biologia, 0.2, Misterio, Cuatro
93668536, Johan Kaladin Silva Davar, 3184853184, Sistemas, 1.2, Fantasia, Cuatro
66295179, Dalinar Rodolfo Rodriguez Olarte, 304182420, Biologia, 2.9, Romance, Leal
8202428, Santiago Diego Rodriguez Pardo, 3044302678, Electronica, 4.6, Fantasia, Juramentada
21151917, Rodrigo Carlos Pardo Uribe, 3074611448, Electronica, 1.7, Drama, Cuatro
54924546, Haider Johan Robayo Silva, 3095006804, Mercadeo, 0.4, Distopia, Divergente
30586895, Samuel Kaladin Uribe Polo, 3091217293, Procesos, 2.5, Drama, Elantris
71915021, Jose Samuel Polo Suarez, 3168678262, Mercadeo, 3.0, Drama, Divergente
64219121, Diego Kaladin Duarte Barreto, 3068276614, Pedagogia, 3.9, Distopia, Lux
5247311, Diego Kaladin Sato Duarte, 3058848172, Electronica, 4.3, Drama, Divergente
47863773, Felipe Johan Olarte Rodriguez, 3184771997, Procesos, 2.4, Drama, Leal
70383413, Felipe Samuel Uribe Uribe, 3012871342, Economia, 2.0, Drama, Mistborn
41275222, Rodolfo Haider Davar Robayo, 3029385688, Pedagogia, 1.6, Fantasia, Cuatro
81370868, Jose Dalinar Barreto Medina, 3019129187, Enfermeria, 3.6, Romance, Elantris
68349529, Haider Santiago Rodriguez Hernandez, 3122714474, Procesos, 0.4, Misterio, Caidos
19166234, Fernando Rodolfo Diaz Medina, 3176703685, Economia, 4.7, Misterio, Cuatro
83176083, Haider Fernando Duque Rodriguez, 3063071888, Enfermeria, 0.8, Romance, Caidos
55393403, Rodolfo Haider Sato Uribe, 3044357191, Veterinaria, 3.9, Distopia, Lux
82721432, Dalinar Samuel Medina Alvarez, 3131457540, Procesos, 0.8, Misterio, Cuatro
57580529, Adonalsium Dalinar Davar Medina, 3092468646, Mercadeo, 4.1, Drama, Elantris
38450592, Brayan Adolin Diaz Suarez, 3167433943, Sistemas, 2.5, Fantasia, Cuatro
77594693, Felipe Jose Robayo Sato, 308379683, Biologia, 4.9, Fantasia, Leal
10706403, Richard Yu Uribe Medina, 3030809992, Electronica, 2.7, Distopia, Cuatro
71845998, Carlos Diego Rodriguez Duque, 3154408130, Economia, 2.8, Distopia, Dark
80448635, Diego Kaladin Polo Duarte, 3178511250, Economia, 0.2, Misterio, Cuatro
51873169, Rodolfo Andres Robayo Davar, 3093285640, Procesos, 3.9, Drama, Leal
47761151, Kaladin Felipe Barreto Duarte, 3197046746, Procesos, 1.1, Distopia, Elantris
54932133, Alejandro Kaladin Barreto Davar, 3188948147, Enfermeria, 1.1, Misterio, Lux
58445886, Carlos Brayan Alvarez Beifong, 3078163051, Electronica, 0.9, Fantasia, Alone
15772681, Richard Kaladin Beifong Hernandez, 3182073250, Biologia, 2.2, Romance, Cuatro
87267514, Adolin Brayan Uribe Olarte, 3085046245, Ambiental, 1.5, Distopia, Caidos
89677542, Felipe Andres Hernandez Pardo, 3170423265, Sistemas, 1.7, Drama, Elantris
87389656, Diego Fernando Olarte Duque, 3168915970, Biologia, 4.9, Drama, Alone
20089276, Alejandro Fernando Diaz Uribe, 312080499, Sistemas, 2.0, Drama, Elantris
52465834, Rodolfo Jose Olarte Suarez, 3081042234, Procesos, 3.2, Fantasia, Leal
24675820, Kaladin Rodolfo Suarez Barreto, 3019851310, Procesos, 1.4, Misterio, Alone
50717168, Rodolfo Dalinar Silva Alvarez, 3088469807, Veterinaria, 4.6, Distopia, Cuatro
75834447, Samuel Andres Davar Alvarez, 3012383007, Economia, 3.2, Fantasia, Divergente
53604360, Johan Alejandro Carvajal Olarte, 3094435329, Pedagogia, 2.1, Distopia, Alone
29646689, Samuel Diego Alvarez Carvajal, 3178443011, Enfermeria, 4.0, Misterio, Caidos
58032701, Andres Carlos Uribe Barreto, 3093845631, Economia, 3.5, Distopia, Alone
20468067, Adolin Brayan Davar Olarte, 3100434479, Biologia, 2.1, Drama, Dark
667650, Santiago Diego Diaz Kholin, 3169866580, Veterinaria, 1.1, Distopia, Divergente
64395127, Johan Haider Robayo Medina, 319067380, Electronica, 0.4, Distopia, Mistborn
8023079, Jose Felipe Duarte Duque, 3082096557, Economia, 2.1, Drama, Leal
41443, Yu Santiago Uribe Davar, 303999341, Veterinaria, 2.0, Distopia, Leal
71555851, Fernando Samuel Diaz Pardo, 3074557159, Veterinaria, 0.7, Distopia, Cuatro
84914248, Adonalsium Brayan Suarez Olarte, 3027478372, Procesos, 3.9, Distopia, Cuatro
19278018, Rodrigo Alejandro Alvarez Olarte, 3113651132, Mercadeo, 2.8, Misterio, Lux
81453777, Rodrigo Brayan Pardo Beifong, 3001031018, Ambiental, 1.8, Drama, Mistborn
77725345, Felipe Adolin Carvajal Polo, 3038302477, Electronica, 0.0, Romance, Juramentada
73426870, Samuel Diego Suarez Beifong, 3112517781, Sistemas, 0.6, Misterio, Juramentada
37156777, Jose Adonalsium Pardo Medina, 3100192285, Ambiental, 3.0, Drama, Caidos
32401833, Dalinar Adolin Sato Rodriguez, 3140345050, Procesos, 2.6, Drama, Caidos
64076069, Kaladin Dalinar Hernandez Beifong, 3130191662, Sistemas, 3.6, Misterio, Elantris
75636166, Richard Jose Beifong Diaz, 3144976341, Ambiental, 0.8, Distopia, Lux
5827253, Andres Alejandro Beifong Pardo, 3150641048, Biologia, 2.1, Misterio, Juramentada
1437831, Jose Adonalsium Medina Hernandez, 3043997487, Sistemas, 4.9, Misterio, Lux
44138975, Carlos Haider Kholin Carvajal, 3043155212, Electronica, 4.0, Fantasia, Lux
19226281, Rodrigo Johan Hernandez Suarez, 3172323935, Enfermeria, 2.2, Fantasia, Caidos
49570880, Andres Brayan Medina Beifong, 3062428891, Enfermeria, 1.8, Distopia, Juramentada
34885618, Alejandro Jose Medina Robayo, 3031871535, Sistemas, 4.5, Drama, Alone
91967864, Yu Andres Duarte Pardo, 3121313125, Biologia, 4.5, Fantasia, Divergente
8624119, Kaladin Adonalsium Beifong Uribe, 3195518519, Enfermeria, 0.5, Fantasia, Mistborn
68845526, Felipe Jose Davar Rodriguez, 3020749444, Economia, 4.8, Misterio, Alone
81236901, Samuel Adolin Uribe Sato, 3024562735, Enfermeria, 0.1, Misterio, Alone
73011731, Adolin Jose Rodriguez Alvarez, 3063423766, Mercadeo, 4.0, Romance, Caidos
88975224, Kaladin Alejandro Uribe Carvajal, 3098652613, Sistemas, 0.8, Distopia, Caidos
61173725, Haider Fernando Silva Duque, 3021433535, Economia, 1.4, Romance, Mistborn
71126575, Jose Diego Davar Kholin, 303276746, Pedagogia, 2.4, Distopia, Divergente
15296665, Adonalsium Felipe Robayo Carvajal, 3155007325, Enfermeria, 0.7, Misterio, Leal
45974881, Richard Alejandro Duque Rodriguez, 3117924128, Sistemas, 0.9, Misterio, Leal
20502483, Rodrigo Adonalsium Diaz Alvarez, 3130945576, Enfermeria, 1.2, Romance, Leal
47745260, Fernando Jose Alvarez Silva, 3018633866, Mercadeo, 4.0, Fantasia, Divergente
14092151, Rodrigo Andres Alvarez Silva, 3183721852, Procesos, 3.6, Misterio, Leal
82713153, Fernando Dalinar Barreto Uribe, 3171575278, Economia, 2.3, Romance, Juramentada
61294892, Haider Richard Duarte Robayo, 3197978145, Veterinaria, 4.7, Misterio, Cuatro
12989895, Alejandro Rodrigo Polo Polo, 3088298363, Sistemas, 4.5, Fantasia, Cuatro
28124565, Dalinar Alejandro Alvarez Pardo, 313210876, Mercadeo, 2.4, Misterio, Leal
56844048, Carlos Adonalsium Olarte Hernandez, 3059951145, Sistemas, 2.5, Romance, Elantris
88299028, Johan Haider Carvajal Uribe, 3020684592, Sistemas, 1.0, Distopia, Elantris
79166808, Felipe Adolin Silva Pardo, 3086446468, Pedagogia, 0.6, Fantasia, Elantris
16529332, Jose Jose Medina Kholin, 319854141, Biologia, 4.3, Misterio, Cuatro
60047328, Dalinar Dalinar Silva Olarte, 3007568690, Pedagogia, 2.3, Misterio, Cuatro
23405595, Yu Brayan Silva Hernandez, 3042974196, Pedagogia, 4.4, Fantasia, Lux
42050464, Rodolfo Rodolfo Carvajal Diaz, 3171431046, Electronica, 2.8, Fantasia, Lux
98177699, Haider Adolin Diaz Barreto, 3060269824, Ambiental, 3.5, Drama, Leal
9001437, Andres Yu Alvarez Rodriguez, 3045365820, Veterinaria, 2.2, Drama, Caidos
86857411, Brayan Rodrigo Suarez Rodriguez, 3123232633, Sistemas, 2.9, Drama, Dark
63954283, Yu Rodolfo Carvajal Uribe, 3155433606, Biologia, 4.5, Distopia, Cuatro
28739122, Richard Brayan Silva Rodriguez, 3124267246, Enfermeria, 3.5, Drama, Cuatro
36560221, Jose Richard Carvajal Pardo, 3036953864, Veterinaria, 2.0, Misterio, Elantris
64464344, Felipe Richard Carvajal Robayo, 3162471180, Electronica, 0.2, Misterio, Cuatro
51154122, Haider Haider Polo Alvarez, 3036629220, Procesos, 4.8, Romance, Mistborn
67352058, Jose Felipe Rodriguez Robayo, 3108291079, Sistemas, 4.2, Distopia, Mistborn
56566008, Santiago Samuel Carvajal Barreto, 3072257688, Sistemas, 4.2, Romance, Juramentada
53846819, Rodrigo Santiago Duarte Medina, 3067381471, Mercadeo, 2.4, Misterio, Divergente
96030530, Felipe Alejandro Polo Duque, 301664345, Enfermeria, 1.7, Romance, Dark
81610664, Rodolfo Haider Suarez Beifong, 3091702980, Sistemas, 2.3, Drama, Juramentada
61744521, Adonalsium Jose Carvajal Medina, 3014082075, Sistemas, 0.8, Drama, Alone
85963569, Adonalsium Dalinar Rodriguez Uribe, 3150846219, Sistemas, 1.1, Romance, Alone
46219432, Andres Rodrigo Uribe Diaz, 3107872336, Economia, 4.7, Distopia, Leal
51251782, Brayan Carlos Barreto Silva, 3101656848, Electronica, 3.7, Romance, Leal
22072164, Carlos Rodolfo Rodriguez Beifong, 3077815363, Sistemas, 0.3, Romance, Caidos
15721705, Dalinar Haider Barreto Polo, 3100563882, Electronica, 0.8, Romance, Alone
71589989, Rodolfo Adonalsium Hernandez Olarte, 3160182980, Procesos, 0.6, Misterio, Elantris
11658182, Adonalsium Andres Hernandez Robayo, 3137944770, Sistemas, 3.6, Drama, Alone
39925615, Fernando Alejandro Diaz Sato, 3096869178, Sistemas, 1.6, Fantasia, Divergente
97735242, Richard Diego Uribe Carvajal, 3061588090, Veterinaria, 4.8, Distopia, Cuatro
10261879, Alejandro Jose Duque Sato, 3115851261, Economia, 1.1, Romance, Dark
57224638, Andres Samuel Olarte Duque, 3176932879, Enfermeria, 1.1, Romance, Mistborn
53811114, Dalinar Fernando Medina Duque, 3040985005, Veterinaria, 4.1, Distopia, Mistborn
8737376, Fernando Dalinar Pardo Robayo, 3137617802, Biologia, 0.0, Misterio, Leal
32884729, Felipe Santiago Sato Duque, 3166625322, Veterinaria, 4.4, Distopia, Elantris
94022436, Rodrigo Carlos Medina Polo, 301973891, Economia, 2.7, Fantasia, Cuatro
57731724, Haider Richard Silva Pardo, 3084652592, Veterinaria, 2.1, Romance, Divergente
70759974, Carlos Dalinar Barreto Duque, 3009252784, Pedagogia, 0.4, Misterio, Leal
17278920, Rodrigo Richard Duarte Olarte, 3122474398, Veterinaria, 2.2, Romance, Elantris
63837576, Haider Samuel Diaz Davar, 3197918882, Sistemas, 3.0, Distopia, Mistborn
25407927, Haider Jose Davar Kholin, 3177966589, Mercadeo, 4.5, Fantasia, Cuatro
16267116, Fernando Adonalsium Silva Uribe, 3128455186, Pedagogia, 3.8, Romance, Alone
98117702, Samuel Andres Barreto Davar, 3192433359, Enfermeria, 1.2, Distopia, Caidos
81413529, Rodolfo Felipe Polo Alvarez, 3109788067, Enfermeria, 1.2, Fantasia, Cuatro
99744120, Carlos Adonalsium Robayo Barreto, 3005493570, Procesos, 3.3, Drama, Leal
47244615, Jose Fernando Barreto Alvarez, 302115885, Economia, 3.5, Romance, Elantris
46214287, Carlos Rodrigo Uribe Pardo, 3047851508, Sistemas, 3.8, Drama, Elantris
90228346, Brayan Haider Kholin Robayo, 3112943241, Sistemas, 0.8, Fantasia, Divergente
72221028, Richard Carlos Barreto Robayo, 3067965926, Sistemas, 2.7, Drama, Mistborn
63914546, Adolin Yu Alvarez Rodriguez, 3008595065, Pedagogia, 1.8, Fantasia, Divergente
64690604, Jose Dalinar Polo Medina, 3155713930, Sistemas, 4.8, Distopia, Divergente
36104872, Felipe Jose Barreto Barreto, 3113262426, Economia, 0.5, Romance, Cuatro
23037054, Jose Jose Beifong Olarte, 3137131822, Biologia, 2.9, Distopia, Alone
18767030, Diego Rodrigo Uribe Davar, 3129742041, Ambiental, 3.8, Romance, Elantris
78332563, Rodrigo Samuel Duarte Barreto, 3145117696, Enfermeria, 2.5, Drama, Leal
464559, Haider Adolin Kholin Uribe, 3065052572, Pedagogia, 2.6, Fantasia, Elantris
94059700, Diego Rodrigo Diaz Alvarez, 3183971620, Economia, 2.7, Distopia, Alone
82690193, Carlos Jose Silva Alvarez, 310406765, Economia, 3.5, Drama, Mistborn
84848241, Carlos Haider Hernandez Carvajal, 313068517, Sistemas, 2.9, Misterio, Mistborn
25626921, Kaladin Johan Beifong Polo, 3195537096, Biologia, 0.0, Fantasia, Lux
5019933, Jose Adolin Pardo Barreto, 3034508488, Biologia, 3.7, Distopia, Alone
27437407, Andres Yu Diaz Kholin, 3158101709, Veterinaria, 2.8, Drama, Leal
86331928, Alejandro Kaladin Davar Carvajal, 3032319717, Biologia, 2.6, Misterio, Cuatro
51502870, Adolin Andres Olarte Polo, 3076794798, Ambiental, 1.1, Fantasia, Dark
48496872, Dalinar Diego Pardo Olarte, 3095824602, Procesos, 1.2, Misterio, Elantris
13328855, Kaladin Rodrigo Davar Diaz, 3009084422, Enfermeria, 4.4, Distopia, Elantris
24186925, Adolin Felipe Polo Medina, 3087657238, Sistemas, 0.1, Drama, Mistborn
36627240, Adolin Adonalsium Pardo Olarte, 3075649385, Pedagogia, 2.3, Misterio, Cuatro
91873135, Adolin Samuel Davar Silva, 3064165154, Ambiental, 1.0, Misterio, Elantris
68049112, Jose Adonalsium Davar Robayo, 3192121839, Veterinaria, 2.5, Romance, Cuatro
2636664, Diego Dalinar Uribe Duarte, 3050607382, Electronica, 4.9, Drama, Cuatro
11982426, Rodrigo Yu Sato Beifong, 313743335, Economia, 0.7, Fantasia, Lux
29448000, Dalinar Richard Rodriguez Duque, 3152977540, Procesos, 3.7, Drama, Dark
24171419, Richard Carlos Kholin Duarte, 3165327195, Economia, 3.0, Romance, Cuatro
945373, Johan Alejandro Duarte Barreto, 3097974188, Enfermeria, 2.0, Misterio, Cuatro
40814436, Alejandro Adolin Sato Medina, 3050981758, Enfermeria, 2.3, Drama, Caidos
17799166, Fernando Adolin Sato Duarte, 315417748, Economia, 4.9, Romance, Lux
59879831, Adonalsium Adolin Diaz Beifong, 3055777299, Economia, 3.9, Drama, Elantris
35381911, Richard Rodrigo Davar Uribe, 3111891214, Ambiental, 4.8, Romance, Lux
27413737, Kaladin Brayan Duque Alvarez, 3131973970, Mercadeo, 0.7, Romance, Cuatro
79181266, Alejandro Brayan Rodriguez Medina, 304623702, Enfermeria, 1.0, Misterio, Juramentada
23483909, Alejandro Richard Diaz Sato, 3188779039, Economia, 0.0, Romance, Divergente
92315226, Jose Alejandro Duque Rodriguez, 316042382, Pedagogia, 3.8, Fantasia, Juramentada
45071654, Alejandro Rodrigo Duarte Duque, 3111037750, Sistemas, 0.5, Fantasia, Leal
90130077, Diego Rodrigo Polo Duque, 3157451309, Economia, 2.5, Misterio, Juramentada
93535863, Fernando Jose Suarez Medina, 309130628, Enfermeria, 3.4, Drama, Caidos
29178147, Richard Dalinar Carvajal Duarte, 3140136633, Electronica, 0.2, Romance, Leal
20162701, Rodrigo Rodolfo Barreto Duarte, 3021701211, Procesos, 4.5, Romance, Elantris
63135343, Andres Carlos Davar Davar, 318193103, Veterinaria, 2.9, Fantasia, Mistborn
4643656, Richard Dalinar Duque Medina, 3046899189, Mercadeo, 4.5, Misterio, Mistborn
76823158, Fernando Santiago Duarte Beifong, 314568175, Veterinaria, 4.9, Drama, Mistborn
50026095, Brayan Alejandro Duarte Diaz, 3173537805, Pedagogia, 4.5, Drama, Leal
55468042, Adolin Santiago Uribe Barreto, 3109666777, Pedagogia, 1.8, Distopia, Caidos
36337427, Jose Samuel Uribe Silva, 3198949157, Enfermeria, 0.3, Distopia, Divergente
95189776, Alejandro Yu Pardo Suarez, 3128666781, Biologia, 1.9, Distopia, Divergente
79632569, Carlos Diego Pardo Rodriguez, 3106995944, Biologia, 1.7, Romance, Divergente
7015735, Andres Santiago Alvarez Kholin, 314059844, Ambiental, 2.1, Distopia, Dark
22289414, Rodolfo Brayan Carvajal Davar, 3031784620, Mercadeo, 0.2, Distopia, Leal
96106166, Jose Samuel Hernandez Hernandez, 3147063345, Sistemas, 0.4, Drama, Caidos
